description,city,district,street,latitude,longitude,date,price,SQ,price_meter,rooms,sauna
block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,949.00,33.00,28.76,1h,no_sauna
block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 1/1/22,839.00,31.00,27.06,1h,no_sauna
block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 12/1/21,829.00,31.00,26.74,1h,no_sauna
block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 12/1/21,839.00,31.00,27.06,1h,no_sauna
block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available immediately,829.00,31.00,26.74,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu10C,60.459372,26.212679,Available from 12/1/21,662.00,23.00,28.78,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu11A19,60.179646,24.755075,Available immediately,840.00,31.50,26.67,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu15,60.172015,24.764398,Available from 1/1/22,838.00,31.00,27.03,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu15,60.172015,24.764398,Available from 12/2/21,868.00,37.00,23.46,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu1C-D,62.315625,27.837681,Available from 1/3/22,760.00,28.50,26.67,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu1C-D,62.315625,27.837681,Available from 1/3/22,765.00,28.50,26.84,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu1E-F,62.315625,27.837681,Available from 12/1/21,785.00,28.50,27.54,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu1E-F,62.315625,27.837681,Available immediately,780.00,28.50,27.37,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,830.00,34.00,24.41,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,840.00,34.00,24.71,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,845.00,34.00,24.85,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,850.00,34.00,25.00,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,855.00,34.00,25.15,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,860.00,34.00,25.29,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,865.00,34.00,25.44,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,870.00,34.00,25.59,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,875.00,34.00,25.74,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,880.00,34.00,25.88,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,885.00,34.00,26.03,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,890.00,34.00,26.18,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,895.00,34.00,26.32,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,910.00,34.00,26.76,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,784.00,33.50,23.40,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,789.00,33.50,23.55,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,793.00,33.50,23.67,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,798.00,33.50,23.82,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,799.00,33.50,23.85,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,810.00,33.50,24.18,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,815.00,33.50,24.33,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,820.00,33.50,24.48,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittyportinpolku2B,60.172015,24.764398,Available immediately,864.00,39.50,21.87,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittyportinpolku2B,60.172015,24.764398,Available immediately,871.00,39.50,22.05,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittyportti17B59,60.172015,24.764398,Available from 1/31/22,700.00,23.50,29.79,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittysillankulma2C,60.172015,24.764398,Available from 12/1/21,829.00,31.00,26.74,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittysillankulma2D,60.172015,24.764398,Available immediately,829.00,35.00,23.69,1h,no_sauna
block of flats,Espoo,Niittykumpu,Niittysillankulma2F,60.172015,24.764398,Available immediately,840.00,35.00,24.00,1h,no_sauna
block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,666.00,26.00,25.62,1h,no_sauna
block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,672.00,26.00,25.85,1h,no_sauna
block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,676.00,26.00,26.00,1h,no_sauna
block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,679.00,26.00,26.12,1h,no_sauna
block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,682.00,26.00,26.23,1h,no_sauna
block of flats,Espoo,Nöykkiö,Nöykkiönlaaksontie7,60.166738,24.669774,Available from 3/1/22,676.00,26.00,26.00,1h,no_sauna
block of flats,Espoo,Nöykkiö,Nöykkiönlaaksontie7,60.166738,24.669774,Available from 3/1/22,682.00,26.00,26.23,1h,no_sauna
block of flats,Espoo,Nöykkiö,Nöykkiönlaaksontie7,60.166738,24.669774,Available from 3/1/22,689.00,26.00,26.50,1h,no_sauna
block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available from 1/1/22,821.00,30.00,27.37,1h,no_sauna
block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,804.00,30.50,26.36,1h,no_sauna
block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,806.00,30.00,26.87,1h,no_sauna
block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,811.00,30.50,26.59,1h,no_sauna
block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,814.00,30.00,27.13,1h,no_sauna
block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,819.00,30.50,26.85,1h,no_sauna
block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,827.00,30.50,27.11,1h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,790.00,28.50,27.72,1h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,800.00,29.50,27.12,1h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,850.00,34.00,25.00,1h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,860.00,34.00,25.29,1h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,875.00,34.00,25.74,1h,no_sauna
block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,835.00,27.50,30.36,1h,no_sauna
block of flats,Espoo,Saunalahti,Kummelivuorentie10,60.165393,24.621416,Available immediately,680.00,28.00,24.29,1h,no_sauna
block of flats,Espoo,Saunalahti,Kummelivuorentie8,60.164716,24.619211,Available immediately,670.00,28.50,23.51,1h,no_sauna
block of flats,Espoo,Saunalahti,Linjaloistonkatu5,60.20956,24.65104,Available from 12/1/21,702.00,28.50,24.63,1h,no_sauna
block of flats,Espoo,Saunalahti,Magneettikatu10,60.170105,24.617181,Available immediately,376.76,28.50,13.22,1h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,831.00,38.50,21.58,1h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,838.00,40.50,20.69,1h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,866.00,43.00,20.14,1h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu1A,60.168787,24.618827,Available from 12/8/21,802.00,39.00,20.56,1h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu1B,60.168787,24.618827,Available immediately,762.00,39.00,19.54,1h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu1B,60.168787,24.618827,Available immediately,771.00,39.00,19.77,1h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,785.00,32.50,24.15,1h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,785.00,33.00,23.79,1h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,795.00,33.00,24.09,1h,no_sauna
block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,873.00,41.00,21.29,1h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1,60.20956,24.65104,Available from 12/1/21,715.00,31.00,23.06,1h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1,60.20956,24.65104,Available from 12/1/21,740.00,31.00,23.87,1h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.20956,24.65104,Available immediately,730.00,32.00,22.81,1h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.20956,24.65104,Available on agreement,715.00,32.00,22.34,1h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.20956,24.65104,Available on agreement,720.00,32.00,22.50,1h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.20956,24.65104,Available on agreement,720.00,32.50,22.15,1h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.20956,24.65104,Available on agreement,725.00,32.00,22.66,1h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1D,60.20956,24.65104,Available on agreement,725.00,32.50,22.31,1h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1E,60.20956,24.65104,Available on agreement,700.00,30.50,22.95,1h,no_sauna
block of flats,Espoo,Sepänkylä,Peuraniitty1E,60.20956,24.65104,Available on agreement,725.00,32.00,22.66,1h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie11,60.186523,24.74117,Available from 1/1/22,747.78,36.50,20.49,1h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie11,60.186523,24.74117,Available from 1/1/22,754.30,37.50,20.11,1h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie11,60.186523,24.74117,Available immediately,733.40,36.50,20.09,1h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available from 1/1/22,812.00,35.50,22.87,1h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,818.00,35.50,23.04,1h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,820.00,35.50,23.10,1h,no_sauna
block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,823.00,39.00,21.10,1h,no_sauna
