description,city,district,street,latitude,longitude,date,price,SQ,price_meter,rooms,sauna
block of flats,Espoo,Leppävaara,Ratsukatu4B,60.22063,24.809466,Available from 12/1/21,1000.00,45.50,21.98,2h,sauna
block of flats,Espoo,Tuomarila,Lyhtykuja2,60.277798,25.010931,Available immediately,885.00,51.50,17.18,2h,sauna
block of flats,Espoo,Tapiola,Itäranta11,60.175487,24.803185,Available from 3/1/22,1400.00,54.00,25.93,2h,no_sauna
block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,885.00,43.00,20.58,2h,no_sauna
block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,890.00,43.00,20.70,2h,no_sauna
block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,905.00,43.00,21.05,2h,no_sauna
block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,910.00,43.00,21.16,2h,no_sauna
block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,915.00,45.00,20.33,2h,no_sauna
block of flats,Espoo,,Peijinkuja3,60.20956,24.65104,Available from 3/1/22,965.00,51.00,18.92,2h,no_sauna
block of flats,Espoo,,Piispanpiha5A,60.159058,24.707635,Available from 12/1/21,979.00,53.00,18.47,2h,no_sauna
block of flats,Espoo,,Piispanpiha5B,60.159058,24.707635,Available from 1/1/22,938.00,46.50,20.17,2h,no_sauna
block of flats,Espoo,,Piispanpiha5B,60.159058,24.707635,Available from 12/1/21,928.00,46.50,19.96,2h,no_sauna
block of flats,Espoo,,Piispanpiha5B,60.159058,24.707635,Available immediately,877.00,46.50,18.86,2h,no_sauna
block of flats,Espoo,,Piispanpiha5C,60.159058,24.707635,Available immediately,940.00,53.00,17.74,2h,no_sauna
block of flats,Espoo,,Suviniitynkatu4B,60.20567,24.665529,Available on agreement,739.00,33.50,22.06,2h,no_sauna
block of flats,Espoo,Espoonkeskus,Asemakuja1,60.20445,24.659754,Available immediately,822.00,33.00,24.91,2h,no_sauna
block of flats,Espoo,Espoonkeskus,Kirkkojärventie10,60.206317,24.657636,Available from 1/1/22,890.00,42.00,21.19,2h,no_sauna
block of flats,Espoo,Espoonkeskus,Kirkkojärventie10,60.206317,24.657636,Available from 12/1/21,858.00,39.50,21.72,2h,no_sauna
block of flats,Espoo,Espoonkeskus,Kirkkojärventie10,60.206317,24.657636,Available immediately,855.00,41.50,20.60,2h,no_sauna
block of flats,Espoo,Espoonkeskus,Kirkkojärventie10,60.206317,24.657636,Available immediately,888.00,39.00,22.77,2h,no_sauna
block of flats,Espoo,Espoonkeskus,Kirkkojärventie10,60.206317,24.657636,Available immediately,895.00,43.50,20.57,2h,no_sauna
block of flats,Espoo,Espoonkeskus,Kirkkojärventie10A21,60.20475,24.65233,Available immediately,890.00,43.50,20.46,2h,no_sauna
block of flats,Espoo,Espoonkeskus,Suviniitynkatu1,60.205267,24.663774,Available immediately,850.00,39.50,21.52,2h,no_sauna
block of flats,Espoo,Espoonkeskus,Valakuja8,60.202552,24.658554,Available immediately,880.00,40.00,22.00,2h,no_sauna
block of flats,Espoo,Espoonkeskus,Valakuja8,60.202552,24.658554,Available immediately,895.00,40.00,22.38,2h,no_sauna
block of flats,Espoo,Espoonlahti,Ulappakatu1,60.1505,24.655735,Available from 1/1/22,935.00,44.00,21.25,2h,no_sauna
block of flats,Espoo,Espoonlahti,Ulappakatu1G,60.1505,24.655735,Available immediately,860.00,47.50,18.11,2h,no_sauna
block of flats,Espoo,Espoonlahti,Ulappakatu1G,60.1505,24.655735,Available immediately,938.00,51.50,18.21,2h,no_sauna
block of flats,Espoo,Kauklahti,Tegelhagen2,60.184653,24.601151,Available from 1/3/22,910.00,57.00,15.96,2h,no_sauna
block of flats,Espoo,Kauklahti,Tegelhagen2,60.184653,24.601151,Available immediately,763.00,34.50,22.12,2h,no_sauna
block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,893.00,34.50,25.88,2h,no_sauna
block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,897.00,39.50,22.71,2h,no_sauna
block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,905.00,39.50,22.91,2h,no_sauna
block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,919.00,34.50,26.64,2h,no_sauna
block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,925.00,38.00,24.34,2h,no_sauna
block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,934.00,38.00,24.58,2h,no_sauna
block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,946.00,42.00,22.52,2h,no_sauna
block of flats,Espoo,Kilo,Forstmestarinpiha2,60.220441,24.786413,Available immediately,955.00,42.00,22.74,2h,no_sauna
block of flats,Espoo,Kilo,Kilonportti2A,60.20956,24.65104,Available from 12/1/21,984.00,48.00,20.50,2h,no_sauna
block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,958.00,46.50,20.60,2h,no_sauna
block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,975.00,46.50,20.97,2h,no_sauna
block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,977.00,46.50,21.01,2h,no_sauna
block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,988.00,46.50,21.25,2h,no_sauna
block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,1007.00,46.50,21.66,2h,no_sauna
block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,1020.00,48.00,21.25,2h,no_sauna
block of flats,Espoo,Kilo,Kilonportti3,60.218531,24.785025,Available immediately,1043.00,46.50,22.43,2h,no_sauna
block of flats,Espoo,Kilo,Kilonportti5,60.218644,24.783717,Available immediately,915.00,46.50,19.68,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available from 1/1/22,933.00,49.50,18.85,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available from 1/1/22,958.00,49.50,19.35,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,936.00,57.00,16.42,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,938.00,49.50,18.95,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,942.00,49.50,19.03,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,949.00,49.50,19.17,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,964.00,49.50,19.47,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,988.00,49.50,19.96,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,996.00,49.50,20.12,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,998.00,57.00,17.51,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja3,60.208895,24.755313,Available immediately,1069.00,57.00,18.75,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja5,60.208151,24.756396,Available immediately,850.00,49.50,17.17,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja5,60.208151,24.756396,Available immediately,855.00,49.50,17.27,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja5,60.208151,24.756396,Available immediately,895.00,49.50,18.08,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja5A,60.208151,24.756396,Available from 12/1/21,916.00,49.50,18.51,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja7,60.208414,24.755633,Available from 1/3/22,797.00,49.50,16.10,2h,no_sauna
block of flats,Espoo,Kilo,Nihtitorpankuja7,60.208414,24.755633,Available immediately,815.00,49.50,16.46,2h,no_sauna
block of flats,Espoo,Kivenlahti,Marinkallio4,60.15724,24.641398,Available immediately,958.00,48.00,19.96,2h,no_sauna
block of flats,Espoo,Kivenlahti,Marinkallio4,60.15724,24.641398,Available immediately,980.00,53.00,18.49,2h,no_sauna
block of flats,Espoo,Kivenlahti,Marinkallio8,60.15724,24.641398,Available from 1/1/22,1050.00,51.50,20.39,2h,no_sauna
block of flats,Espoo,Kivenlahti,Marinkallio8,60.15724,24.641398,Available immediately,998.00,51.50,19.38,2h,no_sauna
block of flats,Espoo,Kivenlahti,Marinportti3,60.15724,24.641398,Available from 12/1/21,995.00,47.00,21.17,2h,no_sauna
block of flats,Espoo,Kivenlahti,Marinportti3,60.15724,24.641398,Available immediately,820.00,43.50,18.85,2h,no_sauna
block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1070.00,47.00,22.77,2h,no_sauna
block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1090.00,44.00,24.77,2h,no_sauna
block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1095.00,44.00,24.89,2h,no_sauna
block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1185.00,51.00,23.24,2h,no_sauna
block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,1190.00,50.50,23.56,2h,no_sauna
block of flats,Espoo,Leppävaara,Ajurinkuja1,60.22063,24.809466,Available immediately,1036.00,47.50,21.81,2h,no_sauna
block of flats,Espoo,Leppävaara,ArmasLauniksenkatu1,60.22063,24.809466,Available from 1/3/22,1029.00,55.00,18.71,2h,no_sauna
block of flats,Espoo,Leppävaara,Leirikaari24,60.22063,24.809466,Available immediately,899.00,40.50,22.20,2h,no_sauna
block of flats,Espoo,Leppävaara,Leirikaari24,60.22063,24.809466,Available immediately,924.00,40.00,23.10,2h,no_sauna
block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,995.00,50.00,19.90,2h,no_sauna
block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,995.00,51.00,19.51,2h,no_sauna
block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1050.00,50.00,21.00,2h,no_sauna
block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1085.00,50.00,21.70,2h,no_sauna
block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1085.00,51.00,21.27,2h,no_sauna
block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1095.00,50.00,21.90,2h,no_sauna
block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1095.00,50.50,21.68,2h,no_sauna
block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1095.00,51.00,21.47,2h,no_sauna
block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1120.00,50.00,22.40,2h,no_sauna
block of flats,Espoo,Leppävaara,Mestarinkatu12,60.22063,24.809466,Available immediately,935.00,49.00,19.08,2h,no_sauna
block of flats,Espoo,Leppävaara,Mestarinkatu8,60.22063,24.809466,Available immediately,980.00,55.00,17.82,2h,no_sauna
block of flats,Espoo,Leppävaara,Runoratsunkatu5A,60.22063,24.809466,Available from 1/1/22,859.00,37.50,22.91,2h,no_sauna
block of flats,Espoo,Mankkaa,Klovinportti2,60.203626,24.757571,Available immediately,850.00,38.50,22.08,2h,no_sauna
block of flats,Espoo,Matinkylä,Etuniementie1A-B,60.160688,24.722625,Available immediately,859.00,48.50,17.71,2h,no_sauna
block of flats,Espoo,Matinkylä,Etuniementie1A-B,60.160688,24.722625,Available immediately,879.00,48.50,18.12,2h,no_sauna
block of flats,Espoo,Matinkylä,Etuniementie1A-B,60.160688,24.722625,Available immediately,885.00,48.50,18.25,2h,no_sauna
block of flats,Espoo,Matinkylä,Etuniementie1A-B,60.160688,24.722625,Available immediately,899.00,48.50,18.54,2h,no_sauna
block of flats,Espoo,Matinkylä,Etuniementie1C-E,60.160688,24.722625,Available immediately,895.00,48.50,18.45,2h,no_sauna
block of flats,Espoo,Matinkylä,Etuniementie1F-G,60.160688,24.722625,Available immediately,885.00,48.00,18.44,2h,no_sauna
block of flats,Espoo,Matinkylä,Etuniementie1F-G,60.160688,24.722625,Available immediately,889.00,48.00,18.52,2h,no_sauna
block of flats,Espoo,Matinkylä,Kaisankuja1,61.12302,22.138648,Available from 12/15/21,955.00,44.50,21.46,2h,no_sauna
block of flats,Espoo,Matinkylä,Kaisankuja1,61.12302,22.138648,Available from 12/15/21,965.00,46.50,20.75,2h,no_sauna
block of flats,Espoo,Matinkylä,Kaisankuja1,61.12302,22.138648,Available from 12/15/21,970.00,47.50,20.42,2h,no_sauna
block of flats,Espoo,Matinkylä,Koronakatu1A,60.166238,24.731531,Available on agreement,920.00,44.00,20.91,2h,no_sauna
block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,930.00,44.00,21.14,2h,no_sauna
block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,940.00,44.00,21.36,2h,no_sauna
block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,950.00,46.50,20.43,2h,no_sauna
block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,960.00,46.50,20.65,2h,no_sauna
block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,970.00,46.50,20.86,2h,no_sauna
block of flats,Espoo,Matinkylä,Koronakatu1B,60.166238,24.731531,Available on agreement,975.00,46.50,20.97,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkallio7A,60.164303,24.746589,Available from 1/1/22,943.00,46.50,20.28,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkallio7A,60.164303,24.746589,Available from 12/1/21,933.00,46.50,20.06,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkallio7A,60.164303,24.746589,Available from 12/1/21,981.00,53.00,18.51,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkallio7A,60.164303,24.746589,Available immediately,961.00,46.50,20.67,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkallio7B,60.164303,24.746589,Available from 1/1/22,922.00,46.00,20.04,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkallio7B,60.164303,24.746589,Available from 1/1/22,938.00,46.00,20.39,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkallio7B,60.164303,24.746589,Available immediately,900.00,46.00,19.57,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkallio7B,60.164303,24.746589,Available immediately,976.00,53.00,18.42,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu22,60.15789,24.740306,Available from 12/15/21,950.00,43.00,22.09,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinkatu22,60.15789,24.740306,Available from 12/15/21,970.00,46.50,20.86,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinniitynkuja8A,60.159055,24.742541,Available from 12/16/21,999.00,50.50,19.78,2h,no_sauna
block of flats,Espoo,Matinkylä,Matinpuronkuja2D,60.161466,24.754101,Available from 1/3/22,974.00,51.00,19.10,2h,no_sauna
block of flats,Espoo,Matinkylä,Pyyntitie1C,65.092511,25.442619,Available from 12/1/21,913.00,38.50,23.71,2h,no_sauna
block of flats,Espoo,Matinkylä,Pyyntitie1C,65.092511,25.442619,Available immediately,921.00,43.00,21.42,2h,no_sauna
block of flats,Espoo,Matinkylä,Rauhalanpuisto4,60.16415,24.744977,Available immediately,950.00,42.00,22.62,2h,no_sauna
block of flats,Espoo,Niittykumpu,Haukilahdenkatu1A,60.172015,24.764398,Available from 1/1/22,1045.00,47.50,22.00,2h,no_sauna
block of flats,Espoo,Niittykumpu,Haukilahdenkatu1A,60.172015,24.764398,Available from 12/1/21,939.00,41.00,22.90,2h,no_sauna
block of flats,Espoo,Niittykumpu,Haukilahdenkatu1A,60.172015,24.764398,Available from 12/1/21,949.00,42.00,22.60,2h,no_sauna
block of flats,Espoo,Niittykumpu,Kappelirinne4A,60.172015,24.764398,"Available immediately|Display 11/30/21 
                  
     ",949.00,44.50,21.33,2h,no_sauna
block of flats,Espoo,Niittykumpu,Kappelirinne4A,60.172015,24.764398,"Available immediately|Display 11/30/21 
                  
     ",999.00,47.50,21.03,2h,no_sauna
block of flats,Espoo,Niittykumpu,Kappelirinne4B,60.172015,24.764398,"Available immediately|Display 11/30/21 
                  
     ",929.00,45.00,20.64,2h,no_sauna
block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available from 1/1/22,1241.00,50.00,24.82,2h,no_sauna
block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,1055.00,39.50,26.71,2h,no_sauna
block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,1073.00,39.50,27.16,2h,no_sauna
block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,1175.00,50.00,23.50,2h,no_sauna
block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 1/1/22,959.00,41.50,23.11,2h,no_sauna
block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 1/1/22,1099.00,56.00,19.63,2h,no_sauna
block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 12/1/21,1029.00,52.50,19.60,2h,no_sauna
block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available immediately,1029.00,52.00,19.79,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu10C,60.459372,26.212679,Available from 12/1/21,864.00,36.00,24.00,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu15,60.172015,24.764398,Available from 1/1/22,982.00,44.50,22.07,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu15,60.172015,24.764398,Available from 12/1/21,970.00,42.00,23.10,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu1C-D,62.315625,27.837681,Available from 12/1/21,895.00,42.50,21.06,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu1E-F,62.315625,27.837681,Available from 1/3/22,895.00,42.50,21.06,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu1E-F,62.315625,27.837681,Available from 12/1/21,895.00,42.50,21.06,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykatu1E-F,62.315625,27.837681,Available immediately,895.00,42.50,21.06,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,930.00,45.00,20.67,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,930.00,45.50,20.44,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,935.00,45.00,20.78,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,935.00,45.50,20.55,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,940.00,45.00,20.89,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,940.00,45.50,20.66,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,945.00,45.00,21.00,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,945.00,45.50,20.77,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,948.00,45.00,21.07,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,948.00,45.50,20.84,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,950.00,45.00,21.11,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,950.00,45.50,20.88,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,955.00,45.00,21.22,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,955.00,45.50,20.99,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,970.00,45.00,21.56,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,980.00,45.50,21.54,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,940.00,45.00,20.89,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,945.00,45.00,21.00,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittyportinpolku2A,60.172015,24.764398,Available immediately,970.00,45.50,21.32,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittyportinpolku2B,60.172015,24.764398,Available from 1/1/22,986.00,46.00,21.43,2h,no_sauna
block of flats,Espoo,Niittykumpu,Niittysillankulma2E,60.172015,24.764398,Available immediately,970.00,40.50,23.95,2h,no_sauna
block of flats,Espoo,Niittykumpu,Taivalmäki5A,60.172015,24.764398,Available from 12/2/21,1079.00,52.50,20.55,2h,no_sauna
block of flats,Espoo,Niittymaa,Niittyportinpolku4B,60.20956,24.65104,Available from 1/1/22,934.00,43.00,21.72,2h,no_sauna
block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,779.00,32.50,23.97,2h,no_sauna
block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,787.00,32.50,24.22,2h,no_sauna
block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,794.00,32.50,24.43,2h,no_sauna
block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,859.00,42.00,20.45,2h,no_sauna
block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,867.00,42.00,20.64,2h,no_sauna
block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,880.00,45.50,19.34,2h,no_sauna
block of flats,Espoo,Nöykkiö,Nöykkiönlaaksontie7,60.166738,24.669774,Available from 3/1/22,877.00,42.50,20.64,2h,no_sauna
block of flats,Espoo,Nöykkiö,Nöykkiönlaaksontie7,60.166738,24.669774,Available from 3/1/22,886.00,42.50,20.85,2h,no_sauna
block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,969.00,45.00,21.53,2h,no_sauna
block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,1010.00,45.00,22.44,2h,no_sauna
block of flats,Espoo,Olari,Piispanpiha7,60.167557,24.735159,Available from 12/1/21,953.00,44.50,21.42,2h,no_sauna
block of flats,Espoo,Olari,Piispanpiha7,60.167557,24.735159,Available immediately,902.00,44.50,20.27,2h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,995.00,44.00,22.61,2h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,1000.00,44.00,22.73,2h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,1010.00,45.00,22.44,2h,no_sauna
block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,1050.00,51.00,20.59,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available from 12/1/21,925.00,54.00,17.13,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,883.00,48.50,18.21,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,890.00,50.50,17.62,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,905.00,53.00,17.08,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,908.00,51.50,17.63,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,909.00,50.50,18.00,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,917.00,51.50,17.81,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,921.00,50.50,18.24,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu6,60.235971,24.828284,Available immediately,850.00,46.00,18.48,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu6,60.235971,24.828284,Available immediately,856.00,46.00,18.61,2h,no_sauna
block of flats,Espoo,Painiitty,Lotankatu8,60.950568,25.675844,Available immediately,841.00,42.50,19.79,2h,no_sauna
block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,920.00,38.50,23.90,2h,no_sauna
block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,925.00,38.50,24.03,2h,no_sauna
block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,940.00,40.00,23.50,2h,no_sauna
block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,965.00,45.00,21.44,2h,no_sauna
block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,970.00,45.00,21.56,2h,no_sauna
block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,975.00,46.50,20.97,2h,no_sauna
block of flats,Espoo,Saunalahti,Linjaloistonkatu3,60.20956,24.65104,Available immediately,799.00,47.00,17.00,2h,no_sauna
block of flats,Espoo,Saunalahti,Linjaloistonkatu5A,60.20956,24.65104,Available immediately,850.00,38.50,22.08,2h,no_sauna
block of flats,Espoo,Saunalahti,Magneettikatu10,60.170105,24.617181,Available from 2/3/22,470.68,41.50,11.34,2h,no_sauna
block of flats,Espoo,Saunalahti,Paapuuri4,60.20956,24.65104,Available immediately,799.00,47.50,16.82,2h,no_sauna
block of flats,Espoo,Saunalahti,Paapuuri4,60.20956,24.65104,Available immediately,889.00,47.50,18.72,2h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available from 1/1/22,941.00,43.00,21.88,2h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available from 1/1/22,945.00,43.00,21.98,2h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available from 1/1/22,961.00,52.00,18.48,2h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available from 1/1/22,969.00,54.50,17.78,2h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,938.00,52.00,18.04,2h,no_sauna
block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,952.00,50.50,18.85,2h,no_sauna
