Column 1,Column 2,Column 3,Column 4,Column 5
839 €/m,"block of flats, 42 m²",2h+kk,"Espoo
    , Tuomarila 
 
    , Kulovalkeankuja 2 A",Available immediately
"1,279 €/m","block of flats, 77 m²",3h+k+s,"Espoo
    , Leppävaara 
 
    , Bertel Jungin aukio 4 B",Available from 12/1/21
829 €/m,"block of flats, 56 m²",2h+kk,"Espoo
    , Soukka 
 
    , Alakartanontie 13 B",Available immediately
795 €/m,"block of flats, 29 m²",1h+kt,"Espoo
    , Niittykumpu 
 
    , Kappelirinne 4 A","Available immediately|Display 11/30/21 
                  
                    4:30 PM"
"1,179 €/m","block of flats, 61 m²",2h+k+s,"Espoo
    , Leppävaara 
 
    , Rummunlyöjänkatu 11 D",Available immediately
829 €/m,"block of flats, 33.5 m²",1h+kk,"Espoo
    , Leppävaara 
 
    , Zanseninkuja 6 A",Available immediately
995 €/m,"block of flats, 51 m²",2h+kk,"Espoo
    , Tapiola 
 
    , Elosalamantie 2 E",Available immediately
859 €/m,"block of flats, 47.5 m²",2h+kt+s,"Espoo
    , Suurpelto 
 
    , Likusterikatu 1 D",Available immediately
739 €/m,"block of flats, 38.5 m²",1h+k,"Espoo
    , Kivenlahti 
 
    , Aalto 4 A",Available immediately
"1,069 €/m","block of flats, 74 m²",3h+k,"Espoo
    , Karakallio 
 
    , Kotkatie 6 F",Available immediately
"1,079 €/m","block of flats, 78.5 m²",3h+k+s,"Espoo
    , Nöykkiö 
 
    , Eestintaival 3 B",Available immediately
799 €/m,"block of flats, 32 m²",1h+kk,"Espoo
    , Tapiola 
 
    , Elosalamantie 4 F",Available immediately
875 €/m,"block of flats, 45 m²",2h+kk+s,"Espoo
    , Rastaspuisto 
 
    , Tähtimötie 2 B",Available from 1/1/22
899 €/m,"block of flats, 49.5 m²",2h+kk+s,"Espoo
    , Niittykumpu 
 
    , Niittymaantie 1 H",Available immediately
799 €/m,"block of flats, 32 m²",1h+kk,"Espoo
    , Tapiola 
 
    , Elosalamantie 4 G",Available immediately
"1,059 €/m","block of flats, 78.5 m²",3h+k,"Espoo
    , Kauklahti 
 
    , Hansatie 4 H",Available immediately
729 €/m,"block of flats, 38.5 m²",1h+kk,"Espoo
    , Kauklahti 
 
    , Hansatie 4 K",Available immediately
899 €/m,"block of flats, 56 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Matinkatu 10 E",Available immediately
985 €/m,"block of flats, 47.5 m²",2h+kk,"Espoo
    , Matinkylä 
 
    , Matinniitynkuja 6 B",Available immediately
"1,329 €/m","block of flats, 72.5 m²",3h+k+s,"Espoo
    , Leppävaara 
 
    , Porarinkatu 2 F",Available immediately
"1,029 €/m","block of flats, 52 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Merituulentie 38 A",Available immediately
899 €/m,"block of flats, 51.5 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Kala-Matti 3 C",Available immediately
729 €/m,"block of flats, 32 m²",1h+kk,"Espoo
    , Tuomarila 
 
    , Kulovalkeankuja 2 A",Available immediately
999 €/m,"block of flats, 47.5 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Kappelirinne 4 A","Available immediately|Display 11/30/21 
                  
                    4:30 PM"
829 €/m,"block of flats, 42 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Henttaan puistokatu 6 A",Available immediately
859 €/m,"block of flats, 47 m²",2h+k+s,"Espoo
    , Lintuvaara 
 
    , Kiskottajankuja 4 D",Available immediately
919 €/m,"block of flats, 62.5 m²",2h+k+s,"Espoo
    , Soukka 
 
    , Soukankuja 4 B",Available immediately
829 €/m,"block of flats, 49 m²",2h+kk,"Espoo
    , Karakallio 
 
    , Kotkatie 6 G",Available immediately
899 €/m,"block of flats, 38.5 m²",2h+kk,"Espoo
    , Tapiola 
 
    , Elosalamantie 4 H",Available from 12/1/21
879 €/m,"block of flats, 51.5 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Henttaan puistokatu 6 A",Available immediately
879 €/m,"block of flats, 56 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Matinkatu 10 G",Available immediately
849 €/m,"block of flats, 43 m²",2h+kk,"Espoo
    , Matinkylä 
 
    , Matinkatu 10 G",Available immediately
849 €/m,"block of flats, 43 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Likusterikatu 1 D",Available immediately
749 €/m,"block of flats, 28.5 m²",1h+kt,"Espoo
    , Niittykumpu 
 
    , Kappelirinne 4 B","Available immediately|Display 11/30/21 
                  
                    4:30 PM"
839 €/m,"block of flats, 43 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Likusterikatu 1 D",Available immediately
829 €/m,"block of flats, 40 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Henttaan puistokatu 8 C",Available immediately
949 €/m,"block of flats, 44.5 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Kappelirinne 4 A","Available immediately|Display 11/30/21 
                  
                    4:30 PM"
"1,059 €/m","block of flats, 82 m²",3h+k,"Espoo
    , Kivenlahti 
 
    , Aalto 4 A",Available from 12/1/21
839 €/m,"block of flats, 59 m²",2h+k,"Espoo
    , Soukka 
 
    , Soukankaari 13 E",Available immediately
739 €/m,"block of flats, 24 m²",1h+kk,"Espoo
    , Tapiola 
 
    , Kaskenkaatajantie 5 B",Available from 1/1/22
899 €/m,"block of flats, 47 m²",2h+kk+s,"Espoo
    , Leppävaara 
 
    , Bertel Jungin aukio 4 A",Available immediately
899 €/m,"block of flats, 51.5 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Kala-Matti 3 C",Available immediately
979 €/m,"block of flats, 68.5 m²",3h+kk+s,"Espoo
    , Soukka 
 
    , Soukankuja 4 B",Available immediately
829 €/m,"block of flats, 32 m²",1h+kk,"Espoo
    , Tapiola 
 
    , Elosalamantie 4 B",Available immediately
769 €/m,"block of flats, 41.5 m²",1h+kk,"Espoo
    , Suurpelto 
 
    , Henttaan puistokatu 8 A",Available immediately
"1,069 €/m","block of flats, 74 m²",3h+k,"Espoo
    , Karakallio 
 
    , Kotkatie 6 H",Available immediately
785 €/m,"block of flats, 29.5 m²",1h+kt,"Espoo
    , Niittykumpu 
 
    , Kappelirinne 4 B","Available immediately|Display 11/30/21 
                  
                    4:30 PM"
829 €/m,"block of flats, 49 m²",2h+kk,"Espoo
    , Karakallio 
 
    , Kotkatie 6 D",Available immediately
979 €/m,"block of flats, 61.5 m²",3h+k,"Espoo
    , Soukka 
 
    , Soukankuja 4 A",Available immediately
795 €/m,"block of flats, 26.5 m²",1h+kt,"Espoo
    , Niittykumpu 
 
    , Kappelirinne 4 B","Available immediately|Display 11/30/21 
                  
                    4:30 PM"
759 €/m,"block of flats, 35.5 m²",1h+kk,"Espoo
    , Leppävaara 
 
    , Perkkaankuja 3 A",Available immediately
879 €/m,"block of flats, 56 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Matinkatu 10 D",Available immediately
785 €/m,"block of flats, 29.5 m²",1h+kt,"Espoo
    , Niittykumpu 
 
    , Kappelirinne 4 B","Available immediately|Display 11/30/21 
                  
                    4:30 PM"
829 €/m,"block of flats, 53.5 m²",2h+k,"Espoo
    , Soukka 
 
    , Kaskivuorenkuja 3 C",Available immediately
819 €/m,"block of flats, 33.5 m²",1h+k,"Espoo
    , Matinkylä 
 
    , Matinniitynkuja 8 B",Available immediately
829 €/m,"block of flats, 53.5 m²",2h+k,"Espoo
    , Soukka 
 
    , Kaskivuorenkuja 3 A",Available immediately
"1,359 €/m","block of flats, 73 m²",3h+k+s,"Espoo
    , Leppävaara 
 
    , Rummunlyöjänkatu 11 D",Available immediately
799 €/m,"block of flats, 37 m²",2h+k,"Espoo
    , Saunalahti 
 
    , Magneettikatu 8 A",Available immediately
729 €/m,"block of flats, 28.5 m²",1h+kk,"Espoo
    , Olari 
 
    , Kuunsirppi 6 A",Available immediately
829 €/m,"block of flats, 55 m²",2+k,"Espoo
    , Soukka 
 
    , Alakartanontie 4 A",Available immediately
999 €/m,"row house, 56 m²",2h+k+s,"Espoo
    , Lintuvaara 
 
    , Lintukorvenkuja 1",Available immediately
829 €/m,"block of flats, 49 m²",2h+kk,"Espoo
    , Karakallio 
 
    , Kotkatie 6 A",Available immediately
879 €/m,"block of flats, 56 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Matinkatu 10 F",Available immediately
829 €/m,"block of flats, 49 m²",2h+kk,"Espoo
    , Karakallio 
 
    , Kotkatie 6 E",Available immediately
829 €/m,"block of flats, 31 m²",1h+kt,"Espoo
    , Niittykumpu 
 
    , Merituulentie 38 A",Available immediately
829 €/m,"block of flats, 47.5 m²",2h+kk,"Espoo
    , Laajalahti 
 
    , Heinjoenpolku 2 K-O N",Available immediately
759 €/m,"block of flats, 35.5 m²",1h+kk,"Espoo
    , Leppävaara 
 
    , Perkkaankuja 3 D",Available immediately
"1,059 €/m","block of flats, 82 m²",3h+k,"Espoo
    , Kivenlahti 
 
    , Aalto 4 D",Available immediately
839 €/m,"block of flats, 51.4 m²",2h+k,"Espoo
    , Viherlaakso 
 
    , Viherlaaksonranta 7 G",Available immediately
729 €/m,"block of flats, 32 m²",1h+kk,"Espoo
    , Tuomarila 
 
    , Kulovalkeankuja 2 B",Available immediately
839 €/m,"block of flats, 62 m²",2h+k,"Espoo
    , Soukka 
 
    , Soukankaari 11 A",Available immediately
999 €/m,"block of flats, 47.5 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Kappelirinne 4 A","Available immediately|Display 11/30/21 
                  
                    4:30 PM"
829 €/m,"block of flats, 49 m²",2h+kk,"Espoo
    , Karakallio 
 
    , Kotkatie 6 C",Available immediately
839 €/m,"block of flats, 49.5 m²",2h+kk+s,"Espoo
    , Nöykkiö 
 
    , Eestintaival 3 D",Available immediately
849 €/m,"block of flats, 45.5 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Henttaan puistokatu 6 A",Available immediately
699 €/m,"block of flats, 31 m²",1h+kk,"Espoo
    , Laajalahti 
 
    , Heinjoenpolku 2 P-Y X",Available immediately
699 €/m,"block of flats, 31 m²",1h+kk,"Espoo
    , Laajalahti 
 
    , Heinjoenpolku 2 P-Y T",Available immediately
849 €/m,"block of flats, 59 m²",2h+k,"Espoo
    , Karakallio 
 
    , Kotkatie 6 F",Available immediately
"1,039 €/m","block of flats, 81 m²",3+k,"Espoo
    , Soukka 
 
    , Alakartanontie 4 A",Available immediately
849 €/m,"block of flats, 52 m²",2h+kk+s,"Espoo
    , Nöykkiö 
 
    , Eestintaival 3 E",Available immediately
899 €/m,"block of flats, 51.5 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Kala-Matti 3 B",Available immediately
929 €/m,"block of flats, 45 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Kappelirinne 4 B","Available immediately|Display 11/30/21 
                  
                    4:30 PM"
"1,079 €/m","block of flats, 80 m²",3h+k,"Espoo
    , Soukka 
 
    , Soukankaari 11 E",Available immediately
999 €/m,"block of flats, 47.5 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Kappelirinne 4 A","Available immediately|Display 11/30/21 
                  
                    4:30 PM"
"1,059 €/m","block of flats, 76 m²",3h+k,"Espoo
    , Soukka 
 
    , Alakartanontie 13 F",Available immediately
779 €/m,"block of flats, 33 m²",1h+kt,"Espoo
    , Leppävaara 
 
    , Runoratsunkatu 5 A",Available from 12/1/21
"1,069 €/m","block of flats, 74 m²",3h+k,"Espoo
    , Karakallio 
 
    , Kotkatie 6 I",Available immediately
"1,139 €/m","block of flats, 74.5 m²",3h+k+s,"Espoo
    , Leppävaara 
 
    , Kyyhkysmäki 9 B",Available immediately
929 €/m,"block of flats, 45 m²",2h+kt,"Espoo
    , Niittykumpu 
 
    , Kappelirinne 4 B","Available immediately|Display 11/30/21 
                  
                    4:30 PM"
849 €/m,"block of flats, 44.5 m²",2h+kk,"Espoo
    , Matinkylä 
 
    , Kala-Matti 3 A",Available immediately
"1,099 €/m","block of flats, 68.5 m²",3h+k+s,"Espoo
    , Kilo 
 
    , Vanharaide 1 B",Available immediately
899 €/m,"block of flats, 51 m²",2h+kk+s,"Espoo
    , Kilo 
 
    , Ruotutorppa 8 C",Available immediately
839 €/m,"block of flats, 51.4 m²",2h+k,"Espoo
    , Viherlaakso 
 
    , Viherlaaksonranta 7 E",Available immediately
879 €/m,"block of flats, 56 m²",2h+k,"Espoo
    , Matinkylä 
 
    , Matinraitti 11 C",Available immediately
"1,455 €/m","block of flats, 68 m²",3h+kt,"Espoo
    , Kivenlahti 
 
    , Marinportti 4 A",Available on agreement
725 €/m,"block of flats, 32 m²",1h+kt,"Espoo
    , Sepänkylä 
 
    , Peuraniitty 1 D",Available on agreement
725 €/m,"block of flats, 32.5 m²",1h+kt,"Espoo
    , Sepänkylä 
 
    , Peuraniitty 1 D",Available on agreement
"1,038 €/m","block of flats, 55.5 m²",2H+K,"Espoo
    , Suurpelto 
 
    , Klariksentie 6",Available immediately
"1,200 €/m","block of flats, 65 m²","3h + kk, parveke","Espoo
    , Tapiola 
 
    , Hakakuja 2 C42",Available immediately
850 €/m,"block of flats, 42.5 m²",2h+kk,"Espoo
    , Tapiola 
 
    , Pohjantie 2",Available from 11/30/21
795 €/m,"block of flats, 48.5 m²",2h+kk,"Espoo
    , Saunalahti 
 
    , Linjaloistonkatu 7 A",Available immediately
"1,084 €/m","block of flats, 61 m²",2h+k,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 1D",Available immediately
"1,010 €/m","block of flats, 45 m²",2h+kt,"Espoo
    , Olari 
 
    , Piispanportti 9",Available from 12/1/21
824 €/m,"block of flats, 38 m²",1h+kt,"Espoo
    , Ymmersta 
 
    , Ullanmäentie 12",Available from 12/1/21
"1,040 €/m","block of flats, 64.5 m²",3h+kk,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 1B",Available immediately
852 €/m,"block of flats, 50.5 m²",2h+kk,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 1A",Available immediately
811 €/m,"block of flats, 37.5 m²",1h+kt+s,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 17",Available immediately
"1,315 €/m","block of flats, 71 m²",3H+KT+S,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 3",Available immediately
535.24 €/m,"block of flats, 30.5 m²",1H+KT,"Espoo
    , Karakallio 
 
    , Karakalliontie 1 L",Available immediately
"1,237 €/m","block of flats, 68.5 m²",3H+KT+S,"Espoo
    , Kilo 
 
    , Nihtitorpankuja 3",Available immediately
"1,000 €/m","block of flats, 43 m²",2h + avok + s + p,"Espoo
    , Suurpelto 
 
    , Klariksentie 4",Available from 11/21/21
899 €/m,"block of flats, 40.5 m²",2H+KT,"Espoo
    , Leppävaara 
 
    , Leirikaari 24",Available immediately
998 €/m,"block of flats, 49.5 m²",2H+KK+S,"Espoo
    , Järvenperä 
 
    , Aurorankuja 3",Available immediately
"1,211 €/m","block of flats, 69 m²",3H+K+S,"Espoo
    , Järvenperä 
 
    , Aurorankuja 3",Available immediately
950 €/m,"block of flats, 70.3 m²",3h+k+kph+vh+p,"Espoo
    , Haukilahti 
 
    , Kuhatie 12-18 C",Available immediately
476.81 €/m,"block of flats, 36.5 m²",1H+KK,"Espoo
    , Saunalahti 
 
    , Kummelivuorentie 3",Available from 12/24/21
"1,340 €/m","block of flats, 73 m²",3H+K,"Espoo
    , Otaniemi 
 
    , Servinkuja 3",Available immediately
910 €/m,"block of flats, 33.5 m²",1H+KT,"Espoo
    , Niittykumpu 
 
    , Koivu-Mankkaan tie 1",Available immediately
985 €/m,"block of flats, 56.5 m²",3h+avok,"Espoo
    , Kauklahti 
 
    , Hansakallio 3 A",Available from 12/1/21
945 €/m,"block of flats, 47.5 m²",2h+kk,"Espoo
    , Niittykumpu 
 
    , Niittytaival 7 A",Available from 1/1/22
"1,016 €/m","block of flats, 51 m²",2H+KK+S,"Espoo
    , Järvenperä 
 
    , Aurorankuja 3",Available immediately
960 €/m,"block of flats, 46.5 m²",2h+kt+s,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 10 D",Available from 12/1/21
958 €/m,"block of flats, 59.5 m²",2H+K,"Espoo
    , Espoon keskus 
 
    , Asemakuja 3",Available immediately
909 €/m,"block of flats, 46 m²",2H+KK+S,"Espoo
    , Matinkylä 
 
    , Kala-Maija 3",Available immediately
968 €/m,"block of flats, 55 m²",2H+KT+S,"Espoo
    , Tuomarila 
 
    , Kulovalkeantie 21",Available immediately
"1,479.62 €/m","block of flats, 96 m²",4H+KT,"Espoo
    , Matinkylä 
 
    , Matinkatu 22 F",Available immediately
916 €/m,"block of flats, 46.5 m²",2H+KK+S,"Espoo
    , Matinkylä 
 
    , Kala-Maija 3",Available immediately
660 €/m,"block of flats, 26 m²",1h+kt+rp,"Espoo
    , Saunalahti 
 
    , Tyyrpuuri 2",Available immediately
543 €/m,"block of flats, 13 m²","Omahuone, ak, jaettu kph","Espoo
    , Kuninkainen 
 
    , Herttuantie 4",Available from 12/10/21
"1,230 €/m","block of flats, 71 m²",3H+KT+S,"Espoo
    , Espoon keskus 
 
    , Valakuja 8",Available immediately
958 €/m,"block of flats, 48 m²",2H+KT,"Espoo
    , Kivenlahti 
 
    , Marinkallio 4",Available immediately
"1,099 €/m","block of flats, 72 m²",3H+K,"Espoo
    , Kivenlahti 
 
    , Jälkimaininki 4",Available immediately
690 €/m,"block of flats, 29.5 m²",1h+kt+lasit. parveke,"Espoo
    , Perkkaa 
 
    , Majurinkatu 3 A",Available immediately
800 €/m,"block of flats, 32.5 m²",1h+kt+ tilava lasitettu parvek,"Espoo
 
    , Korkoontie 4 B31",Available immediately
727.83 €/m,"block of flats, 63.5 m²",2H+K+S,"Espoo
    , Saarniraivio 
 
    , Sokinsuontie 9",Available from 1/5/22
939 €/m,"block of flats, 48.5 m²",2h+kk+s,"Espoo
    , Leppävaara 
 
    , Zanseninkuja 2",Available from 12/1/21
753 €/m,"block of flats, 26 m²",1h+kt+p,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
802 €/m,"block of flats, 28.5 m²",1h+kt+p,"Espoo
    , Olari 
 
    , Ylismäentie 12",Available immediately
799 €/m,"block of flats, 29.5 m²",1H+KT,"Espoo
    , Vermonniitty 
 
    , Uuno Kailaan katu 4",Available from 1/1/22
790 €/m,"block of flats, 43 m²",2h + kk + kph + vh,"Espoo
    , Matinkylä 
 
    , Matinraitti 14 C",Available immediately
995.62 €/m,"block of flats, 78.5 m²",3h+k+s+p,"Espoo
    , Espoon keskus 
 
    , Reviisorinkatu 3 C 26",Available immediately
770 €/m,"block of flats, 29.5 m²",1h+kt,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 3 A",Available on agreement
775 €/m,"block of flats, 33 m²",1h+kt+ransk.parv,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 3 A",Available immediately
762 €/m,"block of flats, 39 m²",1h+kt,"Espoo
    , Saunalahti 
 
    , Saunalahdenkatu 1 B",Available immediately
720 €/m,"block of flats, 32 m²",1h+kt,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available immediately
"1,095 €/m","block of flats, 56.5 m²",3h+kt,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available immediately
"1,095 €/m","block of flats, 56.5 m²",3h+kt,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available immediately
779 €/m,"block of flats, 43.5 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Piilipuuntie 15 B",Available immediately
"1,095 €/m","block of flats, 56.5 m²",3h+kt,"Espoo
    , Espoon keskus 
 
    , Suviniitynkatu 1",Available immediately
"1,224 €/m","block of flats, 67 m²",3H+KT+S,"Espoo
    , Tuomarila 
 
    , Kulovalkeantie 21",Available immediately
"1,160 €/m","block of flats, 33 m²","1h, 1minik, kph, wc","Espoo
    , Leppävaara 
 
    , Porarinkatu 3",Available immediately
"1,760 €/m","block of flats, 43.5 m²","2h, kk, kph, p","Espoo
    , Matinkylä 
 
    , Matinniitynkuja 1",Available from 12/10/21
755 €/m,"block of flats, 34.5 m²",1h+kk,"Espoo
    , Tuomarila 
 
    , Ratalaaksonkuja 14",Available immediately
"1,110 €/m","block of flats, 71 m²",3h+k+s,"Espoo
    , Tuomarila 
 
    , Kulovalkeantie 17",Available immediately
780 €/m,"block of flats, 38.5 m²",1h+kt,"Espoo
    , Ymmersta 
 
    , Ullanmäentie 14",Available immediately
"1,190 €/m","block of flats, 73 m²",3h+k+s,"Espoo
    , Tuomarila 
 
    , Kulovalkeantie 17",Available immediately
"1,320 €/m","block of flats, 69.5 m²",3h+kt+s,"Espoo
    , Vermonniitty 
 
    , Perilänniitty 2",Available immediately
820 €/m,"block of flats, 44 m²",2h+kk,"Espoo
    , Tuomarila 
 
    , Ratalaaksonkuja 14",Available immediately
650 €/m,"block of flats, 32 m²",1h+kt+alk.,"Espoo
    , Vermonniitty 
 
    , Kaarlo Sarkian katu 8",Available immediately
833 €/m,"block of flats, 41 m²",1h+kk+s,"Espoo
    , Matinkylä 
 
    , Nelikkotie 2",Available from 12/13/21
960 €/m,"block of flats, 51 m²",2h+kk+s,"Espoo
    , Matinkylä 
 
    , Nelikkotie 2",Available immediately
950 €/m,"block of flats, 51.5 m²",2h+k+sauna,"Espoo
    , Piispansilta 
 
    , Piispanpiha 4 C",Available immediately
830 €/m,"block of flats, 39 m²",2h,"Espoo
    , Olari 
 
    , Kuvastimentie 1",Available immediately
834 €/m,"block of flats, 42.5 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Maakirjantie 1",Available immediately
877 €/m,"block of flats, 47 m²",2h+kt,"Espoo
    , Suurpelto 
 
    , Maakirjantie 1",Available immediately
473 €/m,"block of flats, 10 m²",Omahuone,"Espoo
    , Kivenlahti 
 
    , Aallonhuippu 4",Available immediately
640 €/m,"block of flats, 28 m²",1h + avok + alk + p,"Espoo
    , Saunalahti 
 
    , Linjaloistonkatu 3",Available immediately
850 €/m,"block of flats, 56.5 m²",2h+k+p,"Espoo
    , Leppävaara 
 
    , Vallikatu 17",Available immediately
871 €/m,"block of flats, 39.5 m²",1h+kt,"Espoo
    , Niittykumpu 
 
    , Niittyportinpolku 2 B",Available immediately
840 €/m,"block of flats, 35 m²",1h+kt,"Espoo
    , Niittykumpu 
 
    , Niittysillankulma 2 F",Available immediately
