,description,city,district,street,latitude,longitude,date,price,SQ,price_meter,rooms,sauna
1287,block of flats,Espoo,Matinkylä,Matinkatu22,60.15789,24.740306,Available from 12/15/21,970.0,46.5,20.86,2h,no_sauna
1288,block of flats,Espoo,Matinkylä,Matinniitynkuja8A,60.159055,24.742541,Available from 12/16/21,999.0,50.5,19.78,2h,no_sauna
1289,block of flats,Espoo,Matinkylä,Matinpuronkuja2D,60.161466,24.754101,Available from 1/3/22,974.0,51.0,19.1,2h,no_sauna
1292,block of flats,Espoo,Matinkylä,Rauhalanpuisto4,60.16415,24.744977,Available immediately,950.0,42.0,22.62,2h,no_sauna
1293,block of flats,Espoo,Niittykumpu,Haukilahdenkatu1A,60.172015,24.764398,Available from 1/1/22,1045.0,47.5,22.0,2h,no_sauna
1294,block of flats,Espoo,Niittykumpu,Haukilahdenkatu1A,60.172015,24.764398,Available from 12/1/21,939.0,41.0,22.9,2h,no_sauna
1295,block of flats,Espoo,Niittykumpu,Haukilahdenkatu1A,60.172015,24.764398,Available from 12/1/21,949.0,42.0,22.6,2h,no_sauna
1296,block of flats,Espoo,Niittykumpu,Kappelirinne4A,60.172015,24.764398,"Available immediately|Display 11/30/21 
                  
     ",949.0,44.5,21.33,2h,no_sauna
1297,block of flats,Espoo,Niittykumpu,Kappelirinne4A,60.172015,24.764398,"Available immediately|Display 11/30/21 
                  
     ",999.0,47.5,21.03,2h,no_sauna
1298,block of flats,Espoo,Niittykumpu,Kappelirinne4B,60.172015,24.764398,"Available immediately|Display 11/30/21 
                  
     ",929.0,45.0,20.64,2h,no_sauna
1299,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available from 1/1/22,1241.0,50.0,24.82,2h,no_sauna
1300,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,1055.0,39.5,26.71,2h,no_sauna
1301,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,1073.0,39.5,27.16,2h,no_sauna
1302,block of flats,Espoo,Niittykumpu,Koivu-Mankkaantie1,60.172015,24.764398,Available immediately,1175.0,50.0,23.5,2h,no_sauna
1303,block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 1/1/22,959.0,41.5,23.11,2h,no_sauna
1304,block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 1/1/22,1099.0,56.0,19.63,2h,no_sauna
1305,block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available from 12/1/21,1029.0,52.5,19.6,2h,no_sauna
1306,block of flats,Espoo,Niittykumpu,Merituulentie38A,60.172015,24.764398,Available immediately,1029.0,52.0,19.79,2h,no_sauna
1308,block of flats,Espoo,Niittykumpu,Niittykatu15,60.172015,24.764398,Available from 1/1/22,982.0,44.5,22.07,2h,no_sauna
1309,block of flats,Espoo,Niittykumpu,Niittykatu15,60.172015,24.764398,Available from 12/1/21,970.0,42.0,23.1,2h,no_sauna
1314,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,930.0,45.0,20.67,2h,no_sauna
1315,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,930.0,45.5,20.44,2h,no_sauna
1316,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,935.0,45.0,20.78,2h,no_sauna
1317,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,935.0,45.5,20.55,2h,no_sauna
1318,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,940.0,45.0,20.89,2h,no_sauna
1319,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,940.0,45.5,20.66,2h,no_sauna
1320,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,945.0,45.0,21.0,2h,no_sauna
1321,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,945.0,45.5,20.77,2h,no_sauna
1322,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,948.0,45.0,21.07,2h,no_sauna
1323,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,948.0,45.5,20.84,2h,no_sauna
1324,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,950.0,45.0,21.11,2h,no_sauna
1325,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,950.0,45.5,20.88,2h,no_sauna
1326,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,955.0,45.0,21.22,2h,no_sauna
1327,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,955.0,45.5,20.99,2h,no_sauna
1328,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,970.0,45.0,21.56,2h,no_sauna
1329,block of flats,Espoo,Niittykumpu,Niittykummuntie12,60.172015,24.764398,Available from 4/1/22,980.0,45.5,21.54,2h,no_sauna
1330,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,940.0,45.0,20.89,2h,no_sauna
1331,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,945.0,45.0,21.0,2h,no_sauna
1332,block of flats,Espoo,Niittykumpu,Niittyportinpolku2A,60.172015,24.764398,Available immediately,970.0,45.5,21.32,2h,no_sauna
1333,block of flats,Espoo,Niittykumpu,Niittyportinpolku2B,60.172015,24.764398,Available from 1/1/22,986.0,46.0,21.43,2h,no_sauna
1334,block of flats,Espoo,Niittykumpu,Niittysillankulma2E,60.172015,24.764398,Available immediately,970.0,40.5,23.95,2h,no_sauna
1335,block of flats,Espoo,Niittykumpu,Taivalmäki5A,60.172015,24.764398,Available from 12/2/21,1079.0,52.5,20.55,2h,no_sauna
1336,block of flats,Espoo,Niittymaa,Niittyportinpolku4B,60.20956,24.65104,Available from 1/1/22,934.0,43.0,21.72,2h,no_sauna
1337,block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,779.0,32.5,23.97,2h,no_sauna
1338,block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,787.0,32.5,24.22,2h,no_sauna
1339,block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,794.0,32.5,24.43,2h,no_sauna
1340,block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,859.0,42.0,20.45,2h,no_sauna
1341,block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,867.0,42.0,20.64,2h,no_sauna
1342,block of flats,Espoo,Nöykkiö,Laidunmaanraitti2,60.171616,24.671322,Available from 3/1/22,880.0,45.5,19.34,2h,no_sauna
1343,block of flats,Espoo,Nöykkiö,Nöykkiönlaaksontie7,60.166738,24.669774,Available from 3/1/22,877.0,42.5,20.64,2h,no_sauna
1344,block of flats,Espoo,Nöykkiö,Nöykkiönlaaksontie7,60.166738,24.669774,Available from 3/1/22,886.0,42.5,20.85,2h,no_sauna
1345,block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,969.0,45.0,21.53,2h,no_sauna
1346,block of flats,Espoo,Olari,Koronakatu1,60.167557,24.735159,Available immediately,1010.0,45.0,22.44,2h,no_sauna
1347,block of flats,Espoo,Olari,Piispanpiha7,60.167557,24.735159,Available from 12/1/21,953.0,44.5,21.42,2h,no_sauna
1348,block of flats,Espoo,Olari,Piispanpiha7,60.167557,24.735159,Available immediately,902.0,44.5,20.27,2h,no_sauna
1349,block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,995.0,44.0,22.61,2h,no_sauna
1350,block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,1000.0,44.0,22.73,2h,no_sauna
1351,block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,1010.0,45.0,22.44,2h,no_sauna
1352,block of flats,Espoo,Olari,Piispanportti9,60.167557,24.735159,Available from 12/1/21,1050.0,51.0,20.59,2h,no_sauna
1353,block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available from 12/1/21,925.0,54.0,17.13,2h,no_sauna
1354,block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,883.0,48.5,18.21,2h,no_sauna
1355,block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,890.0,50.5,17.62,2h,no_sauna
1356,block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,905.0,53.0,17.08,2h,no_sauna
1357,block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,908.0,51.5,17.63,2h,no_sauna
1358,block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,909.0,50.5,18.0,2h,no_sauna
1359,block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,917.0,51.5,17.81,2h,no_sauna
1360,block of flats,Espoo,Painiitty,Lotankatu1,60.235374,24.830726,Available immediately,921.0,50.5,18.24,2h,no_sauna
1361,block of flats,Espoo,Painiitty,Lotankatu6,60.235971,24.828284,Available immediately,850.0,46.0,18.48,2h,no_sauna
1362,block of flats,Espoo,Painiitty,Lotankatu6,60.235971,24.828284,Available immediately,856.0,46.0,18.61,2h,no_sauna
1364,block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,920.0,38.5,23.9,2h,no_sauna
1365,block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,925.0,38.5,24.03,2h,no_sauna
1366,block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,940.0,40.0,23.5,2h,no_sauna
1367,block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,965.0,45.0,21.44,2h,no_sauna
1368,block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,970.0,45.0,21.56,2h,no_sauna
1369,block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,975.0,46.5,20.97,2h,no_sauna
1370,block of flats,Espoo,Saunalahti,Linjaloistonkatu3,60.168318,24.65104,Available immediately,799.0,47.0,17.0,2h,no_sauna
1371,block of flats,Espoo,Saunalahti,Linjaloistonkatu5A,60.168318,24.65104,Available immediately,850.0,38.5,22.08,2h,no_sauna
1372,block of flats,Espoo,Saunalahti,Magneettikatu10,60.168318,24.617181,Available from 2/3/22,470.68,41.5,11.34,2h,no_sauna
1373,block of flats,Espoo,Saunalahti,Paapuuri4,60.168318,24.65104,Available immediately,799.0,47.5,16.82,2h,no_sauna
1374,block of flats,Espoo,Saunalahti,Paapuuri4,60.168318,24.65104,Available immediately,889.0,47.5,18.72,2h,no_sauna
1375,block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available from 1/1/22,941.0,43.0,21.88,2h,no_sauna
1376,block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available from 1/1/22,945.0,43.0,21.98,2h,no_sauna
1377,block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available from 1/1/22,961.0,52.0,18.48,2h,no_sauna
1378,block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available from 1/1/22,969.0,54.5,17.78,2h,no_sauna
1379,block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,938.0,52.0,18.04,2h,no_sauna
1380,block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,952.0,50.5,18.85,2h,no_sauna
1381,block of flats,Espoo,Saunalahti,Reelinkikatu2,60.167792,24.619457,Available immediately,993.0,52.0,19.1,2h,no_sauna
1382,block of flats,Espoo,Saunalahti,Reelinkikatu4A06,60.168318,24.65104,Available from 12/3/21,561.69,42.0,13.37,2h,no_sauna
1383,block of flats,Espoo,Saunalahti,Reelinkikatu4A16,60.168318,24.65104,Available immediately,654.12,46.0,14.22,2h,no_sauna
1387,block of flats,Espoo,Saunalahti,Saunalahdenkatu1A,60.168787,24.618827,Available immediately,865.0,45.5,19.01,2h,no_sauna
1388,block of flats,Espoo,Saunalahti,Saunalahdenkatu1B,60.168787,24.618827,Available from 12/1/21,882.0,44.5,19.82,2h,no_sauna
1389,block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available from 1/1/22,848.0,41.5,20.43,2h,no_sauna
1390,block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,895.0,45.5,19.67,2h,no_sauna
1391,block of flats,Espoo,Saunalahti,Saunalahdenkatu2,60.168318,24.619744,Available immediately,899.0,45.5,19.76,2h,no_sauna
1392,block of flats,Espoo,Sepänkylä,Peuraniitty1,60.203591,24.73334,Available immediately,835.0,38.5,21.69,2h,no_sauna
1393,block of flats,Espoo,Soukka,Soukanniementie1B,60.129129,24.67926,Available from 1/1/22,899.0,45.5,19.76,2h,no_sauna
1394,block of flats,Espoo,Suurpelto,Henttaanpuistokatu6A,60.188217,24.741974,Available immediately,829.0,42.0,19.74,2h,no_sauna
1395,block of flats,Espoo,Suurpelto,Henttaanpuistokatu6A,60.188217,24.741974,Available immediately,849.0,45.5,18.66,2h,no_sauna
1396,block of flats,Espoo,Suurpelto,Henttaanpuistokatu6A,60.188217,24.741974,Available immediately,879.0,51.5,17.07,2h,no_sauna
1397,block of flats,Espoo,Suurpelto,Henttaanpuistokatu8A,60.188565,24.741841,Available from 1/1/22,827.0,45.5,18.18,2h,no_sauna
1398,block of flats,Espoo,Suurpelto,Henttaanpuistokatu8A,60.188565,24.741841,Available from 1/1/22,869.0,47.5,18.29,2h,no_sauna
1399,block of flats,Espoo,Suurpelto,Henttaanpuistokatu8A,60.188565,24.741841,Available from 12/1/21,899.0,53.5,16.8,2h,no_sauna
1400,block of flats,Espoo,Suurpelto,Henttaanpuistokatu8C,60.188565,24.741841,Available immediately,829.0,40.0,20.73,2h,no_sauna
1401,block of flats,Espoo,Suurpelto,Likusterikatu1A-C,60.191225,24.741424,Available immediately,789.0,43.0,18.35,2h,no_sauna
1402,block of flats,Espoo,Suurpelto,Likusterikatu1D,60.191225,24.741424,Available from 12/1/21,839.0,42.5,19.74,2h,no_sauna
1403,block of flats,Espoo,Suurpelto,Likusterikatu1D,60.191225,24.741424,Available immediately,839.0,43.0,19.51,2h,no_sauna
1404,block of flats,Espoo,Suurpelto,Likusterikatu1D,60.191225,24.741424,Available immediately,849.0,43.0,19.74,2h,no_sauna
1408,block of flats,Espoo,Suurpelto,Piilipuuntie11,60.186523,24.74117,Available from 1/1/22,780.37,38.0,20.54,2h,no_sauna
1409,block of flats,Espoo,Suurpelto,Piilipuuntie15B,60.187206,24.740654,Available from 1/3/22,775.0,41.0,18.9,2h,no_sauna
1410,block of flats,Espoo,Suurpelto,Piilipuuntie15B,60.187206,24.740654,Available immediately,779.0,43.5,17.91,2h,no_sauna
1411,block of flats,Espoo,Suurpelto,Piilipuuntie15C,60.187206,24.740654,,899.0,54.5,16.5,2h,no_sauna
1412,block of flats,Espoo,Suurpelto,Piilipuuntie15C,60.187206,24.740654,Available from 12/1/21,778.0,42.5,18.31,2h,no_sauna
1414,block of flats,Espoo,Suurpelto,Piilipuuntie25,60.188712,24.738873,Available immediately,915.0,43.5,21.03,2h,no_sauna
1415,block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,905.0,45.5,19.89,2h,no_sauna
1416,block of flats,Espoo,Suurpelto,Piilipuuntie31,60.189569,24.738598,Available immediately,910.0,41.5,21.93,2h,no_sauna
1417,block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12,60.185966,24.742182,Available immediately,890.0,49.5,17.98,2h,no_sauna
1418,block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12,60.185966,24.742182,Available immediately,940.0,50.0,18.8,2h,no_sauna
1419,block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12,60.185966,24.742182,Available immediately,955.0,59.0,16.19,2h,no_sauna
1420,block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12,60.185966,24.742182,Available immediately,970.0,56.5,17.17,2h,no_sauna
1421,block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12A,60.185966,24.742182,Available immediately,945.0,50.0,18.9,2h,no_sauna
1422,block of flats,Espoo,Suurpelto,SuurpellonPuistokatu12C,60.185966,24.742182,Available immediately,885.0,49.5,17.88,2h,no_sauna
1423,block of flats,Espoo,Suurpelto,Suurpellonpuistokatu4,60.184761,24.743726,Available from 12/1/21,750.0,40.0,18.75,2h,no_sauna
1424,block of flats,Espoo,Suurpelto,Suurpellonpuistokatu4,60.184761,24.743726,Available from 12/1/21,768.0,39.5,19.44,2h,no_sauna
1425,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,680.02,49.0,13.88,2h,no_sauna
1426,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,687.05,49.0,14.02,2h,no_sauna
1427,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,687.05,49.5,13.88,2h,no_sauna
1428,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,694.07,49.0,14.16,2h,no_sauna
1429,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,694.07,49.5,14.02,2h,no_sauna
1430,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,699.69,49.0,14.28,2h,no_sauna
1431,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,701.1,49.5,14.16,2h,no_sauna
1432,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,706.72,49.0,14.42,2h,no_sauna
1433,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,708.12,49.5,14.31,2h,no_sauna
1434,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,713.74,49.0,14.57,2h,no_sauna
1435,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,720.77,49.0,14.71,2h,no_sauna
1436,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,722.17,49.5,14.59,2h,no_sauna
1437,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,727.79,49.0,14.85,2h,no_sauna
1438,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,729.2,49.5,14.73,2h,no_sauna
1439,block of flats,Espoo,Suvela,Kirstinharju2,60.200755,24.663626,Available immediately,741.84,49.5,14.99,2h,no_sauna
1440,block of flats,Espoo,Tapiola,Jousenpuistonkatu9,60.175487,24.803185,Available from 12/1/21,830.65,45.0,18.46,2h,no_sauna
1441,block of flats,Espoo,Tapiola,Revontulentie11,60.173062,24.803359,Available immediately,1065.0,50.0,21.3,2h,no_sauna
1442,block of flats,Espoo,Tillinmäki,Vesipirtintie4,60.169496,24.624274,Available from 1/3/22,845.0,43.0,19.65,2h,no_sauna
1443,block of flats,Espoo,Tuomarila,Kulovalkeantie21,60.207298,24.686877,Available from 12/1/21,875.0,42.5,20.59,2h,no_sauna
1444,block of flats,Espoo,Tuomarila,Kulovalkeantie21,60.207298,24.686877,Available immediately,870.0,43.0,20.23,2h,no_sauna
1445,block of flats,Espoo,Tuomarila,Kulovalkeantie21,60.207298,24.686877,Available immediately,912.0,42.5,21.46,2h,no_sauna
1446,block of flats,Espoo,Tuomarila,Kulovalkeantie21,60.207298,24.686877,Available immediately,915.0,42.5,21.53,2h,no_sauna
1447,block of flats,Espoo,Vermonniitty,AnnaSahlsténinkatu8,60.213433,24.827591,Available immediately,855.0,34.5,24.78,2h,no_sauna
1448,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,885.0,41.0,21.59,2h,no_sauna
1449,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,885.0,43.0,20.58,2h,no_sauna
1450,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,890.0,43.0,20.7,2h,no_sauna
1451,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu1,60.214606,24.833416,,920.0,45.5,20.22,2h,no_sauna
1452,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available from 12/1/21,905.0,40.5,22.35,2h,no_sauna
1453,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available immediately,895.0,40.5,22.1,2h,no_sauna
1454,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available immediately,900.0,40.5,22.22,2h,no_sauna
1455,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10D,60.214496,24.832756,Available immediately,895.0,40.5,22.1,2h,no_sauna
1456,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu6,60.213965,24.834325,Available from 1/1/22,651.95,46.0,14.17,2h,no_sauna
1457,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu8,60.213992,24.83324,Available immediately,720.0,39.0,18.46,2h,no_sauna
1458,block of flats,Espoo,Vermonniitty,Majurinkatu3C,60.213406,24.827051,Available from 12/1/21,979.0,52.5,18.65,2h,no_sauna
1459,block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.212713,24.832756,Available immediately,881.0,44.0,20.02,2h,no_sauna
1460,block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.212713,24.832756,Available immediately,897.0,44.5,20.16,2h,no_sauna
1461,block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.212713,24.832756,Available immediately,962.0,43.5,22.11,2h,no_sauna
1462,block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.212713,24.832756,Available immediately,967.0,46.5,20.8,2h,no_sauna
1463,block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.212713,24.832756,Available immediately,994.0,46.5,21.38,2h,no_sauna
1464,block of flats,Espoo,Vermonniitty,Runoratsunkatu11,60.212713,24.832756,Available immediately,1039.0,46.5,22.34,2h,no_sauna
