,description,city,district,street,latitude,longitude,date,price,SQ,price_meter,rooms,sauna
438,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,771.0,29.5,26.14,1h,no_sauna
439,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,774.0,29.0,26.69,1h,no_sauna
440,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,774.0,29.5,26.24,1h,no_sauna
441,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,774.0,30.5,25.38,1h,no_sauna
442,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,774.0,32.0,24.19,1h,no_sauna
443,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,782.0,30.5,25.64,1h,no_sauna
444,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,782.0,32.0,24.44,1h,no_sauna
445,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,785.0,29.0,27.07,1h,no_sauna
446,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,786.0,29.0,27.1,1h,no_sauna
447,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,786.0,29.5,26.64,1h,no_sauna
448,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,791.0,29.0,27.28,1h,no_sauna
449,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,791.0,29.5,26.81,1h,no_sauna
450,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,796.0,30.5,26.1,1h,no_sauna
451,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,796.0,32.0,24.88,1h,no_sauna
452,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,799.0,29.5,27.08,1h,no_sauna
453,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,799.0,30.5,26.2,1h,no_sauna
454,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,799.0,32.0,24.97,1h,no_sauna
455,block of flats,Espoo,Vermonniitty,UunoKailaankatu4,60.212713,24.833,Available from 1/1/22,812.0,32.0,25.38,1h,no_sauna
456,block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available immediately,812.0,27.5,29.53,1h,no_sauna
457,block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available immediately,819.0,28.0,29.25,1h,no_sauna
458,block of flats,Espoo,Vermonniitty,UunoKailaankatu5,60.213388,24.833081,Available immediately,910.0,33.0,27.58,1h,no_sauna
459,block of flats,Espoo,Vermonniitty,UunoKailaankatu6,60.212804,24.831965,Available from 1/1/22,822.0,31.0,26.52,1h,no_sauna
460,block of flats,Espoo,Ymmersta,Ullanmäentie12,60.206511,24.708807,Available from 12/1/21,824.0,38.0,21.68,1h,no_sauna
461,block of flats,Espoo,Ymmersta,Ullanmäentie14,60.206725,24.71029,Available from 1/15/22,730.0,31.0,23.55,1h,no_sauna
462,block of flats,Espoo,Ymmersta,Ullanmäentie14,60.206725,24.71029,Available from 1/3/22,690.0,29.0,23.79,1h,no_sauna
463,block of flats,Espoo,Ymmersta,Ullanmäentie14,60.206725,24.71029,Available from 12/1/21,720.0,31.0,23.23,1h,no_sauna
464,block of flats,Espoo,Ymmersta,Ullanmäentie14,60.206725,24.71029,Available immediately,735.0,31.0,23.71,1h,no_sauna
465,block of flats,Espoo,Ymmersta,Ullanmäentie14,60.206725,24.71029,Available immediately,758.0,39.0,19.44,1h,no_sauna
466,block of flats,Espoo,Ymmersta,Ullanmäentie14,60.206725,24.71029,Available immediately,780.0,38.5,20.26,1h,no_sauna
467,block of flats,Espoo,Ymmersta,Ullanmäentie14,60.206725,24.71029,Available immediately,785.0,38.5,20.39,1h,no_sauna
468,block of flats,Espoo,Ymmersta,Ullanmäentie14,60.206725,24.71029,Available immediately,794.0,38.5,20.62,1h,no_sauna
470,block of flats,Espoo,Kivenlahti,Marinportti3,60.15724,24.641398,Available immediately,660.0,32.5,20.31,1h,no_sauna
471,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,774.0,32.5,23.82,1h,no_sauna
472,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,779.0,32.5,23.97,1h,no_sauna
473,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,784.0,33.0,23.76,1h,no_sauna
474,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,789.0,32.5,24.28,1h,no_sauna
475,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,789.0,33.0,23.91,1h,no_sauna
476,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,793.0,32.5,24.4,1h,no_sauna
477,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,798.0,32.5,24.55,1h,no_sauna
478,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,798.0,33.0,24.18,1h,no_sauna
479,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,799.0,32.5,24.58,1h,no_sauna
480,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,799.0,33.0,24.21,1h,no_sauna
481,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,799.0,34.5,23.16,1h,no_sauna
482,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,810.0,32.5,24.92,1h,no_sauna
483,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,810.0,33.0,24.55,1h,no_sauna
484,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,815.0,33.0,24.7,1h,no_sauna
485,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,835.0,33.0,25.3,1h,no_sauna
486,block of flats,Espoo,Niittykumpu,Niittykummuntie4A,60.172015,24.764398,Available on agreement,840.0,33.0,25.45,1h,no_sauna
487,block of flats,Espoo,Saunalahti,Reelinkikatu4B50,60.168318,24.65104,Available from 3/1/22,526.14,33.0,15.94,1h,no_sauna
488,block of flats,Espoo,Sepänkylä,Peuraniitty1,60.203591,24.73334,Available immediately,750.0,31.5,23.81,1h,no_sauna
489,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available from 1/1/22,810.0,31.5,25.71,1h,no_sauna
490,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available from 12/1/21,795.0,31.5,25.24,1h,no_sauna
491,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available from 12/1/21,820.0,31.5,26.03,1h,no_sauna
492,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available immediately,790.0,31.5,25.08,1h,no_sauna
493,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available immediately,800.0,31.5,25.4,1h,no_sauna
494,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu10C,60.214496,24.832756,Available immediately,820.0,31.5,26.03,1h,no_sauna
495,block of flats,Espoo,Olari,Puolikuu5F,60.167557,24.735159,Available immediately,750.0,33.5,22.39,1h,no_sauna
496,block of flats,Espoo,Kivenlahti,Marinportti5,60.15724,24.641398,Available from 1/1/22,780.0,33.0,23.64,1h,no_sauna
497,block of flats,Espoo,Espoonkeskus,Suviniitynkatu1,60.205267,24.663774,,695.0,29.5,23.56,1h,no_sauna
498,block of flats,Espoo,Espoonkeskus,Suviniitynkatu1,60.205267,24.663774,Available from 12/1/21,753.0,30.0,25.1,1h,no_sauna
499,block of flats,Espoo,Espoonkeskus,Suviniitynkatu1,60.205267,24.663774,Available immediately,695.0,29.5,23.56,1h,no_sauna
500,block of flats,Espoo,Espoonkeskus,Suviniitynkatu1,60.205267,24.663774,Available immediately,750.0,35.0,21.43,1h,no_sauna
501,block of flats,Espoo,Espoonkeskus,Suviniitynkatu1,60.205267,24.663774,Available immediately,765.0,42.0,18.21,1h,no_sauna
502,block of flats,Espoo,Saunalahti,Linjaloistonkatu5,60.168318,24.65104,Available from 1/3/22,707.0,30.5,23.18,1h,no_sauna
503,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu8,60.213992,24.83324,Available from 12/1/21,650.0,32.0,20.31,1h,no_sauna
504,block of flats,Espoo,Vermonniitty,KaarloSarkiankatu8,60.213992,24.83324,Available immediately,650.0,32.0,20.31,1h,no_sauna
505,block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,885.0,33.5,26.42,1h,no_sauna
506,block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,890.0,33.5,26.57,1h,no_sauna
507,block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,895.0,33.5,26.72,1h,no_sauna
508,block of flats,Espoo,Kivenlahti,Marinportti4A,60.15724,24.641398,Available on agreement,895.0,36.5,24.52,1h,no_sauna
509,block of flats,Espoo,Niittykumpu,Riihitontuntie16A,60.172015,24.764398,Available from 12/18/21,790.0,31.0,25.48,1h,no_sauna
510,block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,850.0,30.5,27.87,1h,no_sauna
511,block of flats,Espoo,Vermonniitty,KaarloSarkianKatu7A,60.214735,24.833083,Available from 12/1/21,785.0,33.0,23.79,1h,no_sauna
512,block of flats,Espoo,Kivenlahti,Marinportti5B38,60.15724,24.641398,Available from 1/1/22,780.0,33.0,23.64,1h,no_sauna
514,block of flats,Espoo,Kavallinmäki,Kavallinmäki13B,60.224215,24.737023,Available immediately,619.0,26.5,23.36,1h,no_sauna
515,block of flats,Espoo,Kivenlahti,Tyrskyvuori4B,60.15724,24.641398,Available immediately,609.0,21.0,29.0,1h,no_sauna
516,block of flats,Espoo,Kivenlahti,Tyrskyvuori4B,60.15724,24.641398,Available immediately,629.0,21.0,29.95,1h,no_sauna
517,block of flats,Espoo,Saunalahti,Tiimalasintie6C,60.167836,24.61437,Available immediately,599.0,20.0,29.95,1h,no_sauna
518,block of flats,Espoo,Saunalahti,Tyyrpuuri2B,60.168318,24.65104,Available from 1/3/22,709.0,26.0,27.27,1h,no_sauna
519,block of flats,Espoo,Saunalahti,Linjaloistonkatu7B,60.168318,24.65104,Available from 12/1/21,690.0,31.5,21.9,1h,no_sauna
520,block of flats,Espoo,Leppävaara,Mestarinkatu5A4,60.22063,24.809466,Available from 12/31/21,725.0,27.0,26.85,1h,no_sauna
522,block of flats,Espoo,Matinkylä,Matinkatu(Kaisankuja1)22,60.160511,24.740475,,760.0,30.5,24.92,1h,no_sauna
523,block of flats,Espoo,Leppävaara,Armaslauniksenkatu6A,60.22063,24.809466,Available from 12/1/21,750.0,35.0,21.43,1h,no_sauna
524,block of flats,Espoo,Perkkaa,Majurinkatu3A,60.218008,24.81752,Available immediately,690.0,29.5,23.39,1h,no_sauna
525,block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available from 1/3/22,695.0,24.5,28.37,1h,no_sauna
526,block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,748.0,26.0,28.77,1h,no_sauna
527,block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,753.0,26.0,28.96,1h,no_sauna
528,block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,758.0,26.0,29.15,1h,no_sauna
529,block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,768.0,26.0,29.54,1h,no_sauna
530,block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,773.0,26.0,29.73,1h,no_sauna
531,block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,785.0,28.5,27.54,1h,no_sauna
532,block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,788.0,27.5,28.65,1h,no_sauna
533,block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,791.0,28.5,27.75,1h,no_sauna
534,block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,802.0,28.5,28.14,1h,no_sauna
535,block of flats,Espoo,Olari,Ylismäentie12,60.167557,24.735159,Available immediately,807.0,31.0,26.03,1h,no_sauna
536,block of flats,Espoo,Saunalahti,Tiimalasintie6B,60.167836,24.61437,Available immediately,599.0,20.5,29.22,1h,no_sauna
537,block of flats,Espoo,Saunalahti,Tyyrpuuri2,60.168318,24.65104,Available immediately,695.0,34.5,20.14,1h,no_sauna
538,block of flats,Espoo,Mäkkylä,Komendantintie1,60.222912,24.8322,Available from 12/1/21,695.0,23.0,30.22,1h,no_sauna
539,block of flats,Espoo,Mäkkylä,Komendantintie1,60.222912,24.8322,Available immediately,760.0,27.5,27.64,1h,no_sauna
540,block of flats,Espoo,Leppävaara,Linnatullinkatu1,60.22063,24.809466,Available immediately,1035.0,50.0,20.7,1h,no_sauna
541,block of flats,Espoo,Nöykkiö,Eestinlaakso11,60.169428,24.678742,Available from 1/1/22,650.0,22.5,28.89,1h,no_sauna
542,block of flats,Espoo,Saunalahti,Tiimalasintie6,60.167836,24.61437,Available from 12/1/21,650.0,20.5,31.71,1h,no_sauna
543,block of flats,Espoo,Saunalahti,Tiimalasintie6C89,60.167836,24.61437,Available immediately,615.0,20.5,30.0,1h,no_sauna
544,block of flats,Espoo,Saunalahti,Tiimalasintie6C92,60.167836,24.61437,Available immediately,615.0,20.5,30.0,1h,no_sauna
545,block of flats,Espoo,Leppävaara,Mestarinkatu5,60.22063,24.809466,Available from 1/1/22,730.0,27.0,27.04,1h,no_sauna
546,block of flats,Espoo,Vermonniitty,Perilänniitty3A,60.212713,24.832756,Available from 12/1/21,790.0,33.0,23.94,1h,no_sauna
547,block of flats,Espoo,Vermonniitty,Perilänniitty3A,60.212713,24.832756,Available immediately,775.0,33.0,23.48,1h,no_sauna
548,block of flats,Espoo,Kirkkojärvi,Reviisorinkatu8A,60.205934,24.666958,Available immediately,730.0,30.5,23.93,1h,no_sauna
549,block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,725.0,30.0,24.17,1h,no_sauna
550,block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,730.0,30.0,24.33,1h,no_sauna
551,block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,735.0,30.0,24.5,1h,no_sauna
552,block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,740.0,30.0,24.67,1h,no_sauna
553,block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,745.0,30.0,24.83,1h,no_sauna
554,block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,750.0,30.0,25.0,1h,no_sauna
555,block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,755.0,30.0,25.17,1h,no_sauna
556,block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,756.0,30.0,25.2,1h,no_sauna
557,block of flats,Espoo,Suvela,Kirstinmäki6,60.201774,24.664871,Available from 2/1/22,760.0,30.0,25.33,1h,no_sauna
558,block of flats,Espoo,Saunalahti,Kummelivuorentie15B,60.164649,24.620009,Available from 12/1/21,680.0,27.5,24.73,1h,no_sauna
559,block of flats,Espoo,Kilo,Multahaankuja8,60.222467,24.787305,Available immediately,720.0,29.5,24.41,1h,no_sauna
560,block of flats,Espoo,Kilo,Multahaankuja8,60.222467,24.787305,Available immediately,747.0,29.5,25.32,1h,no_sauna
561,block of flats,Espoo,Kilo,Multahaankuja8,60.222467,24.787305,Available immediately,786.0,30.0,26.2,1h,no_sauna
562,block of flats,Espoo,Kilo,Multahaankuja8,60.222467,24.787305,Available immediately,788.0,30.0,26.27,1h,no_sauna
563,block of flats,Espoo,Saunalahti,Tyyrpuuri2,60.168318,24.65104,Available immediately,660.0,26.0,25.38,1h,no_sauna
564,block of flats,Espoo,Pohjois-Tapiola,Metsänpojankuja5,60.185858,24.804199,,855.0,31.0,27.58,1h,sauna
568,block of flats,Espoo,,Korkoontie4B31,60.20956,24.65104,Available immediately,800.0,32.5,24.62,1h,no_sauna
569,block of flats,Espoo,Leppävaara,Tulkinkuja3,60.22063,24.809466,Available immediately,809.0,27.5,29.42,1h,no_sauna
570,block of flats,Espoo,Leppävaara,Tulkinkuja3,60.22063,24.809466,Available immediately,814.0,28.0,29.07,1h,no_sauna
571,block of flats,Espoo,Leppävaara,Tulkinkuja3,60.22063,24.809466,Available immediately,819.0,27.5,29.78,1h,no_sauna
572,block of flats,Espoo,Leppävaara,Tulkinkuja3,60.22063,24.809466,Available immediately,824.0,28.0,29.43,1h,no_sauna
573,block of flats,Espoo,Leppävaara,Tulkinkuja3,60.22063,24.809466,Available immediately,829.0,27.5,30.15,1h,no_sauna
574,block of flats,Espoo,Leppävaara,Tulkinkuja3,60.22063,24.809466,Available immediately,834.0,28.0,29.79,1h,no_sauna
575,block of flats,Espoo,Vermonniitty,Perilänniitty2,60.212713,24.832756,Available immediately,785.0,32.5,24.15,1h,no_sauna
576,block of flats,Espoo,Vermonniitty,Perilänniitty2,60.212713,24.832756,Available immediately,795.0,35.5,22.39,1h,no_sauna
577,block of flats,Espoo,Vermonniitty,Perilänniitty2,60.212713,24.832756,Available immediately,795.0,36.0,22.08,1h,no_sauna
578,block of flats,Espoo,Leppävaara,Itsehallintotie1,60.22063,24.809466,Available immediately,865.0,43.0,20.12,1h,sauna
579,block of flats,Espoo,Leppävaara,Säterinkuja1A01,60.22063,24.809466,Available immediately,695.5,48.5,14.34,1h,sauna
580,block of flats,Espoo,Tuomarila,Tuomarilankatu5,60.204256,24.680378,Available from 12/16/21,850.0,47.0,18.09,1h,sauna
581,block of flats,Espoo,Niittymaa,Malmiportti4A,60.20956,24.65104,Available from 1/1/22,852.0,47.5,17.94,1h,no_sauna
582,block of flats,Espoo,Suurpelto,Klariksentie2,60.183715,24.741868,Available immediately,867.47,44.5,19.49,1h,no_sauna
583,block of flats,Espoo,Järvenperä,Pellaksenmäentie15,60.230705,24.689381,Available immediately,687.0,28.0,24.54,1h,no_sauna
584,block of flats,Espoo,Järvenperä,Pellaksenmäentie15,60.230705,24.689381,Available immediately,705.0,28.0,25.18,1h,no_sauna
585,block of flats,Espoo,Järvenperä,Pellaksenmäentie15,60.230705,24.689381,Available immediately,720.0,32.0,22.5,1h,no_sauna
586,block of flats,Espoo,Järvenperä,Pellaksenmäentie15,60.230705,24.689381,Available immediately,740.0,32.0,23.13,1h,no_sauna
587,block of flats,Espoo,Suvela,Suvelantie16,60.204169,24.676468,Available from 12/31/21,532.78,42.5,12.54,1h,sauna
588,block of flats,Espoo,Saunalahti,Paapuuri4B,60.168318,24.65104,Available from 12/8/21,725.0,31.0,23.39,1h,no_sauna
589,block of flats,Espoo,Leppävaara,Porarinkatu3,60.22063,24.809466,Available immediately,1118.0,21.0,53.24,1h,no_sauna
590,block of flats,Espoo,Leppävaara,Porarinkatu3,60.22063,24.809466,Available immediately,1160.0,21.0,55.24,1h,no_sauna
591,block of flats,Espoo,Leppävaara,Porarinkatu3,60.22063,24.809466,Available immediately,1160.0,33.0,35.15,1h,no_sauna
595,block of flats,Espoo,Tapiola,Elosalamantie2,60.175487,24.803185,Available immediately,1497.0,27.0,55.44,1h,no_sauna
596,block of flats,Espoo,Leppävaara,Porarinkatu1,60.22063,24.809466,Available immediately,1274.0,20.0,63.7,1h,no_sauna
597,block of flats,Espoo,Leppävaara,Porarinkatu1,60.22063,24.809466,Available immediately,1441.0,20.0,72.05,1h,no_sauna
598,block of flats,Espoo,Näkinkylä,Kauppakumppanintie2C,60.199273,24.607216,Available immediately,695.0,30.0,23.17,1h,no_sauna
599,block of flats,Espoo,Saunalahti,Linjaloistonkatu3B,60.168318,24.65104,Available from 12/1/21,685.0,27.5,24.91,1h,no_sauna
600,block of flats,Espoo,Tapiola,Itäranta11C,60.175487,24.803185,Available immediately,720.0,27.0,26.67,1h,no_sauna
601,block of flats,Espoo,Kivenlahti,Aallonhuippu4,60.15724,24.641398,Available from 12/22/21,473.0,10.0,47.3,1h,no_sauna
602,block of flats,Espoo,Kivenlahti,Aallonhuippu4,60.15724,24.641398,Available from 12/24/21,473.0,9.0,52.56,1h,no_sauna
603,block of flats,Espoo,Kivenlahti,Aallonhuippu4,60.15724,24.641398,Available from 12/31/21,473.0,8.0,59.13,1h,no_sauna
604,block of flats,Espoo,Kivenlahti,Aallonhuippu4,60.15724,24.641398,Available immediately,543.0,13.0,41.77,1h,no_sauna
605,block of flats,Espoo,Kivenlahti,Aallonhuippu4,60.15724,24.641398,Available immediately,543.0,14.0,38.79,1h,no_sauna
606,block of flats,Espoo,Kivenlahti,Aallonkohina8A,60.15724,24.641398,Available from 12/1/21,740.0,38.5,19.22,1h,no_sauna
607,block of flats,Espoo,Soukka,Alakartanontie7,60.136954,24.673035,Available immediately,680.0,30.5,22.3,1h,no_sauna
608,block of flats,Espoo,Kivenlahti,Maininkitie9G,60.15724,24.641398,Available from 1/1/22,650.0,38.0,17.11,1h,no_sauna
611,block of flats,Espoo,Soukka,Yläkartanontie28,60.141924,24.66809,Available from 12/3/21,1356.0,35.0,38.74,1h,no_sauna
612,block of flats,Espoo,Lähderanta,Lähderanta11A,60.240162,24.741567,Available immediately,600.0,26.0,23.08,1h,no_sauna
613,block of flats,Espoo,Olari,Ilmakuja3,60.167557,24.735159,Available from 12/13/21,1291.0,32.0,40.34,1h,no_sauna
614,block of flats,Espoo,Otaniemi,Kivimiehentie2,60.179189,24.828084,Available immediately,1053.0,37.0,28.46,1h,no_sauna
615,block of flats,Espoo,Tapiola,Mäntyviita4,60.175487,24.803185,Available from 12/2/21,1290.0,33.0,39.09,1h,no_sauna
616,block of flats,Espoo,Leppävaara,Porarinkatu1,60.22063,24.809466,Available from 12/29/21,1106.0,14.0,79.0,1h,no_sauna
617,block of flats,Espoo,Leppävaara,Porarinkatu1,60.22063,24.809466,Available immediately,1106.0,21.0,52.67,1h,no_sauna
618,block of flats,Espoo,Nöykkiö,Eestinlaakso11,60.169428,24.678742,Available from 1/1/22,670.0,26.0,25.77,1h,no_sauna
619,block of flats,Espoo,Niittykumpu,Niittytaival5,60.172015,24.764398,Available immediately,770.0,34.0,22.65,1h,no_sauna
620,block of flats,Espoo,Saunalahti,Linjaloistonkatu3,60.168318,24.65104,Available from 1/10/22,740.0,36.5,20.27,1h,no_sauna
621,block of flats,Espoo,Saunalahti,Linjaloistonkatu3,60.168318,24.65104,Available immediately,695.0,28.0,24.82,1h,no_sauna
622,block of flats,Espoo,Leppävaara,ArmasLauniksenkatu14,60.22063,24.809466,Available from 12/28/21,790.0,30.5,25.9,1h,no_sauna
623,block of flats,Espoo,Saunalahti,Tiimalasintie6,60.167836,24.61437,Available from 1/1/22,640.0,20.5,31.22,1h,no_sauna
624,block of flats,Espoo,Saunalahti,Tiimalasintie6,60.167836,24.61437,Available from 12/1/21,645.0,20.5,31.46,1h,no_sauna
625,block of flats,Espoo,Saunalahti,Paapuuri4,60.168318,24.65104,Available immediately,695.0,31.0,22.42,1h,no_sauna
626,block of flats,Espoo,Matinkylä,Tynnyritie1,60.159711,24.736451,Available from 12/15/21,780.0,29.0,26.9,1h,no_sauna
627,block of flats,Espoo,Saunalahti,Tyyrpuuri2,60.168318,24.65104,Available immediately,650.0,26.0,25.0,1h,no_sauna
628,block of flats,Espoo,Kivenlahti,Aallonhuippu4,60.15724,24.641398,Available from 12/15/21,473.0,12.0,39.42,1h,no_sauna
629,block of flats,Espoo,Olari,Länsiportti4,60.167557,24.735159,Available from 12/1/21,1290.0,33.0,39.09,1h,no_sauna
630,block of flats,Espoo,Kivenlahti,Aallonhuippu4,60.15724,24.641398,Available from 12/5/21,543.0,12.0,45.25,1h,no_sauna
631,block of flats,Espoo,Olari,Kuvastimentie1,60.167557,24.735159,Available immediately,830.0,39.0,21.28,2h,no_sauna
632,block of flats,Espoo,Tapiola,Jousenportti,60.175487,24.803185,Available immediately,1070.0,43.0,24.88,2h,no_sauna
633,block of flats,Espoo,Kivenlahti,"Tyrskyvuori4,as105",60.15724,24.641398,Available immediately,1550.0,66.0,23.48,2h,no_sauna
634,block of flats,Espoo,Kivenlahti,"Tyrskyvuori4,as106",60.15724,24.641398,Available immediately,1600.0,66.0,24.24,2h,no_sauna
635,block of flats,Espoo,Tapiola,Tornitaso3,60.175487,24.803185,Available immediately,950.0,45.5,20.88,2h,no_sauna
636,block of flats,Espoo,Suvela,Kirstinsyrjä6B,60.204976,24.670184,Available immediately,699.0,54.5,12.83,2h,no_sauna
637,block of flats,Espoo,Haukilahti,Haukilahdenranta21C,60.159148,24.764153,Available immediately,878.0,51.5,17.05,2h,no_sauna
638,block of flats,Espoo,Espoonlahti,Tyrskyvuori2B,60.147738,24.637285,Available from 1/1/22,795.0,43.5,18.28,2h,no_sauna
639,block of flats,Espoo,Kilo,Nuijavuori1,60.211466,24.767072,"Available from 12/19/21|Display 12/11/21 
                  
   ",775.0,45.0,17.22,2h,no_sauna
640,block of flats,Espoo,Tapiola,Otsolahdentie14A,60.175487,24.803185,Available immediately,798.0,40.0,19.95,2h,no_sauna
641,block of flats,Espoo,Niittykumpu,Riihitontuntie16B,60.172015,24.764398,Available from 12/29/21,880.0,38.0,23.16,2h,no_sauna
642,block of flats,Espoo,Leppävaara,Rummunlyöjänkatu11A,60.22063,24.809466,Available from 1/1/22,895.0,44.0,20.34,2h,no_sauna
643,block of flats,Espoo,Suurpelto,Klariksentie4C,60.183627,24.740431,Available from 12/1/21,795.0,43.0,18.49,2h,no_sauna
644,block of flats,Espoo,Tuomarila,Kulovalkeantie4C,60.208599,24.680107,Available immediately,830.0,47.0,17.66,2h,no_sauna
645,block of flats,Espoo,Matinkylä,Puolikkotie6A,60.162543,24.73923,Available from 1/1/22,838.0,44.5,18.83,2h,no_sauna
646,block of flats,Espoo,Olari,Kalliolähteentie5C,60.167557,24.735159,Available from 1/1/22,850.0,35.5,23.94,2h,no_sauna
647,block of flats,Espoo,Tapiola,Hakarinne2,60.175487,24.803185,Available from 10/1/22,1500.0,62.0,24.19,2h,no_sauna
648,block of flats,Espoo,Saunalahti,VanhaSaunalahdentie17,60.163222,24.614056,Available immediately,820.0,46.5,17.63,2h,sauna
649,block of flats,Espoo,Suurpelto,Klariksentie4,60.183627,24.740431,Available from 11/21/21,1000.0,43.0,23.26,2h,sauna
650,block of flats,Espoo,Espoonkeskus,Kirkkojärventie10B,60.206317,24.657636,Available from 1/1/22,824.0,43.0,19.16,2h,no_sauna
651,block of flats,Espoo,,Muurarinkuja1F,60.224188,24.811982,Available from 12/1/21,844.0,49.0,17.22,2h,no_sauna
652,block of flats,Espoo,Espoonkeskus,Asemakuja1,60.20445,24.659754,Available from 1/1/22,1010.0,53.5,18.88,2h,no_sauna
